track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Little Rascals,Movie Themes,spotify:track:0NUsy1WBtCqBNqOmFDCZmQ,0.542,0.136,2,-22.9,1,0.0369,0.994,0.967,0.116,0.68,134.544,3
Little Red Corvette,Prince,spotify:track:3hKLGBkuXsWBTrcvgKDMkC,0.676,0.74,11,-8.862,0,0.044,0.0174,6.6e-05,0.376,0.738,127.454,4
Little Red Rodeo,Collin Raye,spotify:track:6bv0DAqNNC7X0YgACpGq3e,0.61,0.834,0,-6.018,1,0.0378,0.153,0,0.982,0.722,131.007,4
Little Rock,Collin Raye,spotify:track:7gCw66qlaO3Krct4XHFsbp,0.547,0.488,0,-6.244,1,0.025,0.448,0,0.0904,0.301,137.226,4
Little Saint Nick,Beach Boys,spotify:track:5xlS0QkVrSH7ssEbBgBzbM,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4
Little Saint Nick,Christmas,spotify:track:6vqBkNILib3eU0j2oglXvP,0.58,0.494,1,-9.744,1,0.0441,0.0549,0,0.0732,0.901,130.167,4
Little Shop Of Horrors,Movie Themes,spotify:track:7AAPIDBHWVKF6qQrH1hYl0,0.681,0.545,7,-10.171,1,0.108,0.397,0.00059,0.576,0.751,157.632,4
Little Sister,Dwight Yoakam,spotify:track:0egXNvGSdlOkqarXZwdrC4,0.63,0.906,4,-8.283,1,0.0464,0.391,0.0041,0.111,0.882,144.096,4
Little sister,Elvis,spotify:track:5jRnmQJAwBbtikNcvYbp3B,0.602,0.619,9,-11.751,1,0.0768,0.434,0,0.364,0.902,139.6,4
Little Sister,Jewel,spotify:track:34bPO5RYb0mjbaSrAqTZPX,0.426,0.233,7,-13.422,1,0.0481,0.884,0,0.867,0.475,114.429,1
Little Sister,Queens Of Stone Age,spotify:track:1rzYrkxgRuLLJDqWdB32pK,0.361,0.962,1,-2.928,1,0.0659,0.0103,0.00103,0.294,0.927,161.292,4
Little Sister (2),Queens Of Stone Age,spotify:track:1rzYrkxgRuLLJDqWdB32pK,0.361,0.962,1,-2.928,1,0.0659,0.0103,0.00103,0.294,0.927,161.292,4
Little Star,Madonna,spotify:track:67NdrXnC8NiGfGWqzViGWA,0.456,0.59,1,-10.724,0,0.0404,0.504,0.00792,0.0985,0.346,144.924,4
Little Star,Elegants,spotify:track:67eLX8pb0aEvXWGQTpfRzf,0.4,0.458,9,-9.557,1,0.0336,0.881,0,0.101,0.682,144.849,4
Little Sunflower,Herbie Hancock,spotify:track:1caaPKXsfmGTT1t5Zcu243,0.541,0.186,9,-21.91,0,0.0324,0.787,0.914,0.0905,0.762,136.965,4
Little T & A,Rolling Stones,spotify:track:6mCrbzNShbDs505iLGWSZ5,0.571,0.573,0,-8.946,1,0.0542,0.535,0.0843,0.965,0.633,98.148,3
Little Thing,Dave Matthews Band,spotify:track:5RE6peJyrBJw7ObhAxHGn9,0.291,0.169,4,-20.984,0,0.0446,0.818,0.0141,0.908,0.179,78.099,3
Little Thing (Live),Dave Matthews Band,spotify:track:5RE6peJyrBJw7ObhAxHGn9,0.291,0.169,4,-20.984,0,0.0446,0.818,0.0141,0.908,0.179,78.099,3
Little Things,Bush,spotify:track:0u3fpnD1ua1T0M0rclUJHj,0.353,0.939,7,-3.27,1,0.0749,0.00015,0,0.168,0.229,112.627,4
Little Things,Good Charlotte,spotify:track:6vFD3c1WI1zuKoyk22dMw3,0.686,0.84,1,-5.142,1,0.159,0.0601,5.38e-06,0.164,0.704,105.0,4
Little Things,Bush,spotify:track:0u3fpnD1ua1T0M0rclUJHj,0.353,0.939,7,-3.27,1,0.0749,0.00015,0,0.168,0.229,112.627,4
Little Things (2),Bush,spotify:track:0TAmnCzOtqRfvA38DDLTjj,0.709,0.22,7,-11.856,1,0.0327,0.811,0,0.175,0.53,110.076,4
Little Things (2),Good Charlotte,spotify:track:5BFIpYRDkP960oYTqDJOog,0.55,0.773,2,-8.264,1,0.0344,0.0018,0.883,0.198,0.749,139.677,4
Little Willow,Paul McCartney,spotify:track:6xai4F2UbGmrE41l9pmSN8,0.555,0.127,2,-19.956,1,0.0293,0.908,3.34e-06,0.127,0.242,81.982,4
Little Wing,Jimi Hendrix,spotify:track:1Eolhana7nKHYpcYpdVcT5,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,4
Little Wing,Stevie Ray Vaughan,spotify:track:5XNpdKmlLJPUbwKQceX2tW,0.475,0.383,1,-14.202,1,0.0375,0.362,0.749,0.0728,0.524,114.709,4
Little Wing,Metallica,spotify:track:1Eolhana7nKHYpcYpdVcT5,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,4
Little Wing,Corrs,spotify:track:29LcGJYvY8kLouk7OgczAh,0.337,0.5,7,-9.662,1,0.0334,0.484,0.0636,0.7,0.273,139.072,4
Little Wing,Sting,spotify:track:1ZZYSJWfHVyvTE6A8vK4Mp,0.467,0.416,7,-17.892,1,0.0429,0.254,0.0108,0.0273,0.435,134.683,4
Little Wing (Acoustic),Jimi Hendrix,spotify:track:10Y0LCMHXs5s8fYtltFEkO,0.695,0.315,0,-11.571,1,0.0438,0.31,0.923,0.1,0.173,142.373,4
Little Wonder,David Bowie,spotify:track:4JPLtv4bIamuhqA9JSK5Cw,0.427,0.504,4,-8.043,1,0.0404,0.335,0.000284,0.0969,0.085,76.11,4
LittleAngell46,Artists / Bands,spotify:track:5q4Q213rX0Bm8zLBpSrXyt,0.736,0.0214,5,-19.866,1,0.047,0.992,0.947,0.128,0.604,82.137,3
LittleAngell46,Birthday,spotify:track:5q4Q213rX0Bm8zLBpSrXyt,0.736,0.0214,5,-19.866,1,0.047,0.992,0.947,0.128,0.604,82.137,3
LittleBigPlanet - Pod Theme,Video Games,spotify:track:4Mvl3GZhomrtSalM42kmDH,0.726,0.823,0,-5.983,1,0.0623,0.00813,0.0577,0.29,0.711,122.011,4
Live And Let Die,Guns N Roses,spotify:track:0rFWuqFgHAfuzE8uSB9TWR,0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,4
Live And Let Die,Paul McCartney,spotify:track:2cHbN7OosXb4pA20G9Jcyg,0.388,0.41,7,-13.285,1,0.0565,0.229,0.00027,0.221,0.223,154.24,5
LIVE AT OMC - ST JOHN FISHER'S SONG,OMC,spotify:track:1jjThxCm2PiLwMYIXW9qJF,0.087,0.213,11,-14.458,0,0.0343,0.958,0.982,0.138,0.0381,83.257,4
Live Bass Jam,Nirvana,spotify:track:1MAe7ApGwfxiVUXoEvWcHN,0.499,0.956,11,-2.307,0,0.0446,0.0176,0.946,0.0943,0.239,174.024,4
Live For Loving You,Gloria Estefan,spotify:track:6eT8JIrp1I3N6UfzXSnFhU,0.728,0.613,7,-12.704,1,0.0369,0.093,0.00419,0.0448,0.521,114.926,4
Live For The Love I Love,Celine Dion,spotify:track:7iwWhV8tSnqvTXIrcbfBiH,0.356,0.39,10,-9.056,1,0.0329,0.725,5.27e-06,0.112,0.091,110.861,4
Live For Today,Toto,spotify:track:2yrByIeiOiq6O5ptPYKzmp,0.628,0.474,9,-14.037,1,0.0294,0.0039,0.000146,0.147,0.897,111.563,4
Live Forever,Oasis,spotify:track:1KgfeuVn5OlsBEtoEmBa1t,0.335,0.776,9,-5.32,0,0.0325,9.27e-06,9.51e-06,0.369,0.219,90.59,4
Live in a Hole,Pantera,spotify:track:5gUcLzosEDmiPLDpQUKqTP,0.338,0.915,4,-9.456,1,0.0832,3.6e-05,0.0983,0.309,0.32,123.522,4
Live Laugh Love,Clay Walker,spotify:track:3Th5HBAlRZF0oN31ubxHA9,0.647,0.746,2,-10.597,1,0.0437,0.195,0,0.0271,0.946,98.991,4
Live Like Horses,Elton John,spotify:track:5GZoBVPJ6P2R1ibdzEMeu9,0.422,0.444,1,-8.394,1,0.0318,0.638,0.000107,0.698,0.107,131.522,4
Live The Life,Michael W Smith,spotify:track:494zRkMVRpRzimVMWZUtgY,0.405,0.64,5,-6.775,1,0.0298,0.0163,0.00351,0.272,0.309,146.03,4
Live To Tell,Madonna,spotify:track:095MMFhB9qxPx2VsmvjnUs,0.652,0.521,2,-6.752,0,0.0256,0.263,0.0011,0.107,0.235,109.943,4
Live Undead,Slayer,spotify:track:3HL2dLRSFpkrFnXLuBR4dz,0.426,0.989,11,-4.36,1,0.119,4.71e-05,0.272,0.11,0.106,114.086,4
Live While We're Young,One Direction,spotify:track:6Vh03bkEfXqekWp7Y1UBRb,0.663,0.857,2,-2.16,1,0.0544,0.0542,0,0.144,0.931,126.039,4
Live Wire,AC DC,spotify:track:6FWoYwZa13llS7nj0SG65F,0.586,0.84,7,-5.341,1,0.0487,0.0122,0.0116,0.0842,0.0784,132.36,4
Live Wire,Motley Crue,spotify:track:4Z69VxUgbZyMX7uN6Xg0q9,0.411,0.904,7,-6.652,0,0.063,9.37e-05,7.57e-06,0.565,0.679,112.24,4
Live With Me,Rolling Stones,spotify:track:31YMV7aMItO8jzyc10iRrS,0.681,0.633,7,-9.997,1,0.0352,0.00869,0.049,0.0848,0.954,129.591,4
Livin It Up,Limp Bizkit,spotify:track:0QepvU0N2fC2B5uIPafO1q,0.506,0.928,8,-2.896,1,0.186,0.00387,0.00246,0.279,0.432,100.376,4
Livin On A Prayer,Bon Jovi,spotify:track:5TW6kww2Au3vQkcA5wnPp2,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4
Livin On A Prayer (2),Bon Jovi,spotify:track:65uD8qUuPVVih1m0nP7s8P,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4
Livin On A Prayer (3),Bon Jovi,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4
Livin On A Prayer (Acoustic Version),Bon Jovi,spotify:track:4ayQE6e84hDFcHMdpFfDIQ,0.721,0.344,2,-6.707,0,0.0398,0.773,0,0.131,0.337,120.304,4
Livin' La Vida Loca,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,4
Livin' La Vida Loca,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,4
Livin' On A Prayer,Bon Jovi,spotify:track:65uD8qUuPVVih1m0nP7s8P,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4
Livin' On The Prayer,Bon Jovi,spotify:track:7vwxFi1ZGjYLQBWrzhlvSE,0.528,0.889,0,-3.334,1,0.0341,0.0657,0.000281,0.21,0.817,122.495,4
Living A Boy Adventure Tale,Aha,spotify:track:13WPj6r2DVNU3GoZtMc9eU,0.582,0.368,6,-16.596,0,0.0297,0.0122,0.000305,0.0776,0.491,111.809,4
Living After Midnight,Judas Priest,spotify:track:0IXpUl1fn2QZcBavfuq0H4,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,4
Living after Midnight (2),Judas Priest,spotify:track:0IXpUl1fn2QZcBavfuq0H4,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,4
Living Dead Beat,Children Of Bodom,spotify:track:1pPJ0GsKjszSzlp2JLtrMA,0.493,0.974,7,-3.341,1,0.104,3.51e-05,0.334,0.464,0.234,130.0,4
Living Dead Girl,Rob Zombie,spotify:track:10V8XpuyMoEcSMfM79WDET,0.518,0.948,6,-5.58,0,0.0683,0.00504,0.104,0.228,0.55,103.025,4
Living Doll,Cliff Richard,spotify:track:2OqzR7I7GF19T2qPrbmYQC,0.599,0.481,9,-7.412,1,0.0467,0.501,0,0.0982,0.772,62.573,4
Living For Tomorrow,Scorpions,spotify:track:3k8KqR3X8IH7x1eHOdZFHP,0.316,0.708,4,-8.622,0,0.0532,0.051,7.49e-05,0.969,0.368,119.887,4
Living For You,Boston,spotify:track:1K7t1JuHFwaA6OchIYIvgY,0.477,0.399,0,-11.431,1,0.0259,0.693,0.46,0.0988,0.0974,105.441,4
Living Forever,Genesis,spotify:track:5MskwntHukKLi3zxJMC4hr,0.606,0.653,3,-7.637,1,0.0244,0.0637,0.111,0.148,0.435,100.004,4
Living In A Box,Living In A Box,spotify:track:2y5DTMrFIcZySlsIOL6N4N,0.635,0.872,0,-12.744,1,0.0445,0.245,0.0637,0.31,0.927,111.03,4
Living In America,James Brown,spotify:track:4Y5yjzs9FFw5qIgfZBd43I,0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,4
Living In Chaos,Offspring,spotify:track:74BoTxl8daLAiFuxD2cGFP,0.582,0.911,1,-4.948,1,0.0329,0.000384,2.42e-05,0.212,0.925,99.783,4
Living In Sin,Bon Jovi,spotify:track:4urd42euwvihhC3j1G8Jt2,0.267,0.793,4,-7.12,1,0.0415,0.0247,0,0.0634,0.526,174.118,4
Living in the Past,Jethro Tull,spotify:track:2hSOrxX3I69A8xth8arEq2,0.686,0.488,5,-11.024,1,0.0582,0.216,1.89e-05,0.121,0.965,151.031,5
Living In The Shadows,Billy Talent,spotify:track:3B1UHLQDTSdJYwJIDOTj6b,0.486,0.943,5,-3.543,1,0.0677,2.18e-05,1.35e-06,0.341,0.424,100.06,4
Living In The USA,Steve Miller Band,spotify:track:7DHEkLgNgpfx4w1FhQ6JCm,0.4,0.69,2,-11.988,1,0.312,0.0357,0.000216,0.507,0.588,83.119,4
Living Loving Maid Shes Just A Woman,Led Zeppelin,spotify:track:49C6EGQhCUSgyADHYvJ7ez,0.475,0.808,9,-8.859,1,0.037,0.000942,7.97e-06,0.146,0.896,152.098,4
Living Mice,Minecraft,spotify:track:4x79cjezqX3yd15rSrAVFF,0.431,0.0573,7,-22.465,1,0.0403,0.883,0.609,0.0484,0.0395,74.97,4
Living On A Thin Line,Kinks,spotify:track:4HcoOySjWrhxpGpo32HPg1,0.614,0.544,7,-9.386,1,0.0285,0.233,0.0534,0.126,0.383,88.776,4
Living On Love,Alan Jackson,spotify:track:3MQCifJhpuc3M633aY5QjA,0.679,0.642,9,-7.12,1,0.0272,0.00415,0.0765,0.069,0.793,117.88,4
Living On My Own,Queen,spotify:track:0bWt7v5qtN3DeX2ntaaBFQ,0.747,0.68,1,-8.354,0,0.0404,0.000115,0.636,0.0791,0.553,132.979,4
Living On The Edge,Aerosmith,spotify:track:7n3GcEmi9YpXVI0gZymkrM,0.475,0.597,2,-13.681,1,0.0341,0.00344,0.892,0.589,0.821,180.028,4
Living On Video,Rammstein,spotify:track:1sySpMud8bvFU9SVfcrzrc,0.7,0.649,7,-9.981,0,0.0331,0.000108,0.67,0.0858,0.965,131.056,4
Living Sin,Emerson Lake And Palmer,spotify:track:2sZw8HzgzKJEut9MaPmgpk,0.434,0.757,5,-9.616,1,0.0347,0.564,0.344,0.114,0.878,164.476,4
Living Thing,Electric Light Orchestra,spotify:track:2hdNya0b6Cc2YJ8IyaQIWp,0.549,0.651,0,-7.097,1,0.0323,0.583,0,0.121,0.368,122.818,4
Living Wreck,Deep Purple,spotify:track:7Fa6vbvh7ZqE5n162GZpDR,0.489,0.679,6,-10.658,0,0.0358,0.00137,0.378,0.12,0.747,106.779,4
Living Years,Mike And The Mechanics,spotify:track:4YBIuDWPsVy9pXLCUBORZN,0.527,0.429,8,-12.431,1,0.0321,0.655,0,0.0865,0.277,97.893,4
Liza And Louise,NOFX,spotify:track:3YJZeoD7lWN2mPbs7FbCgj,0.545,0.884,9,-6.972,1,0.0479,0.00957,0,0.455,0.741,98.037,4
Liza Jane,Vince Gill,spotify:track:5oEBzJenGWCKveXFHDGojy,0.526,0.883,4,-10.613,0,0.038,0.133,0.000153,0.203,0.927,90.503,4
Loa House,King Diamond,spotify:track:7DqqQtEEfSWIoiK9EAnNbI,0.389,0.968,9,-4.387,1,0.0673,2.2e-06,0.000247,0.192,0.235,89.947,4
Loaded,Ricky Martin,spotify:track:1qj8Td79dgmLqCYafkhQ3G,0.506,0.951,9,-4.305,0,0.0796,0.0109,7.18e-05,0.0536,0.748,199.811,4
Loading The Weapon,Disturbed,spotify:track:5iMsr8gpRa3JDSoIVU4TBJ,0.463,0.802,6,-6.616,1,0.0623,0.015,0.876,0.394,0.229,137.079,4
Lobe Den Herren but Insanity,Artists / Bands,spotify:track:4ETSiIcZRRzdZvijs3YFil,0.877,0.424,9,-12.265,1,0.121,3.11e-05,0.475,0.0724,0.482,121.979,4
Local God,Everclear,spotify:track:0zBSsxRXxemPoelO1R8faT,0.523,0.989,6,-3.611,0,0.0663,0.00162,4.79e-05,0.0757,0.615,112.013,4
Local Hero (Wild Theme),Dire Straits,spotify:track:1Yj2PKkwYdYyM1XsvjVM2L,0.212,0.39,2,-11.106,1,0.0301,0.87,0.886,0.977,0.0682,96.207,3
Locamotive (Complicity),Guns N Roses,spotify:track:2UqzzArv2T0NnHSTIUa13V,0.474,0.983,4,-7.251,1,0.0889,0.00763,0.000758,0.0475,0.435,118.182,4
Lock and Key,Rush,spotify:track:6JyLquq5aQde75cezBnw6P,0.538,0.9,8,-6.972,0,0.0465,0.0629,0.065,0.26,0.521,134.26,4
Lock Step And Gone,Rancid,spotify:track:1jeGxeP4Z40YJCJQmGlVLu,0.453,0.976,8,-5.254,0,0.0671,0.0254,6.25e-06,0.326,0.522,159.911,4
Lockdown,Less Than Jake,spotify:track:31BsXkrrsdHED6NoyP10y7,0.31,0.917,9,-3.326,1,0.0696,0.000135,0.33,0.07,0.712,137.067,4
Locke's Theme,Final Fantasy III,spotify:track:3SvU5QD636K7qDTPDQUIiL,0.78,0.233,10,-15.957,1,0.079,0.76,0.918,0.119,0.762,99.977,4
Locked In,Judas Priest,spotify:track:1EwGeoBQltKO1rYry1493Y,0.456,0.915,11,-6.856,0,0.0769,0.0344,2.04e-06,0.168,0.428,167.397,4
Locked In (2),Judas Priest,spotify:track:1EwGeoBQltKO1rYry1493Y,0.456,0.915,11,-6.856,0,0.0769,0.0344,2.04e-06,0.168,0.428,167.397,4
Locked On,Jerry Cantrell,spotify:track:02Z29ZDmV746BrabImlxH7,0.534,0.825,11,-4.246,1,0.0362,0.00168,0.00183,0.373,0.468,106.048,4
Locked Out Of Heaven,Bruno Mars,spotify:track:1JYjla1JAHN17y1yUhAIfV,0.726,0.699,5,-4.165,1,0.0431,0.049,0,0.309,0.866,143.994,4
Locked Up,Akon,spotify:track:48EQasc6XD0pOQtkIOWqOC,0.833,0.568,7,-4.312,1,0.0847,0.0262,0,0.11,0.369,89.958,4
Loco,311,spotify:track:3LIOXPCAc9jZNssMj6xwNM,0.604,0.835,1,-6.864,0,0.0366,0.00286,0,0.187,0.81,94.775,4
Loco In Acapulco 1,Four Tops,spotify:track:5BoG24ogLB4Wi4Z8McYCXJ,0.745,0.691,1,-11.659,0,0.0327,0.316,0,0.0505,0.955,123.173,4
Loco In Acapulco 2,Four Tops,spotify:track:7gfAYm7X5HMSuKcO4dy8Wi,0.818,0.705,4,-9.609,1,0.0329,0.413,0,0.0269,0.965,123.436,4
Locomotion,Kylie Minogue,spotify:track:0Perbjux3gxagOCJo64dlq,0.658,0.947,3,-7.878,1,0.0331,0.552,0.297,0.123,0.961,131.604,4
Locomotive,Guns N Roses,spotify:track:2UqzzArv2T0NnHSTIUa13V,0.474,0.983,4,-7.251,1,0.0889,0.00763,0.000758,0.0475,0.435,118.182,4
Locomotive Breath,Jethro Tull,spotify:track:0MYNeFsKpzBHwrJGfWZysV,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,4
Locust,Aha,spotify:track:50cNhFjbZBBMMIVND4tk1s,0.0748,0.0811,4,-32.85,0,0.0545,0.657,0.87,0.087,0.0356,80.385,3
Lodi,Creedence Clearwater Revival,spotify:track:1Ay5MiilZj2ZGQLeTWVJ6o,0.773,0.675,5,-8.697,1,0.0281,0.324,0.000112,0.0896,0.925,126.866,4
Log Horizon Ed 1,Artists / Bands,spotify:track:6tGPFbR5QGM6ZaFetnPNgK,0.485,0.821,0,-8.568,1,0.106,0.233,0,0.224,0.765,177.01,4
Log Horizon Ending Song,Artists / Bands,spotify:track:6tGPFbR5QGM6ZaFetnPNgK,0.485,0.821,0,-8.568,1,0.106,0.233,0,0.224,0.765,177.01,4
Logical Song,Supertramp,spotify:track:6mHOcVtsHLMuesJkswc0GZ,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,4
Lois & Clark: New Adventures of Superman,Tv Themes,spotify:track:1UJXZiCkG4DQpUPT8ZPwHF,0.353,0.535,7,-9.637,1,0.0681,0.519,0.634,0.11,0.103,71.042,3
Loki,Rancid,spotify:track:5fYAB81dwcvXIequdCqk4Y,0.302,0.995,2,-2.759,1,0.101,0.00173,0,0.17,0.611,167.096,4
Lola,Kinks,spotify:track:0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,4
Lollipop,Aqua,spotify:track:7hIKkllltXJFgGfUZbVazE,0.719,0.859,0,-11.331,0,0.029,0.0394,0.00575,0.132,0.808,139.035,4
Lollipop,Chordettes,spotify:track:1hFB1obL3dCyIDigkojSTm,0.65,0.593,7,-6.374,0,0.122,0.585,0.00244,0.441,0.825,143.179,4
Lollipop,Mika,spotify:track:73Ffxo89sLeBe31t47JtI7,0.685,0.671,1,-4.341,1,0.087,0.0334,2.49e-06,0.16,0.874,95.943,4
Lollipop,Lil Wayne,spotify:track:5jnxxpX2834SB6LJ0S73Uz,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,4
London,Pet Shop Boys,spotify:track:4nKfwUyunCQQEp0ljZ2H0I,0.662,0.963,2,-5.091,1,0.0468,0.0246,0.00185,0.941,0.552,113.251,4
London Calling,Clash,spotify:track:5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769,4
London Dungeon,Misfits,spotify:track:3hplBjBmQqR49L8THyjTdb,0.344,0.912,0,-11.219,1,0.164,0.109,0.0973,0.19,0.273,170.842,4
London Lady,The Stranglers,spotify:track:3hDoxyenPRW1hJISsIIH64,0.372,0.853,0,-9.324,1,0.0862,0.0186,0.00913,0.0753,0.879,156.302,4
Lone Ranger,Tv Themes,spotify:track:2lvkTMiAQi44o47y6zc4VX,0.417,0.582,4,-10.95,1,0.479,0.995,0.874,0.0993,0.729,84.99,4
Lone Ranger,Movie Themes,spotify:track:3eoyz3jZOHhko7hEwtEdnf,0.745,0.891,7,-5.392,0,0.0748,0.0582,0.000645,0.11,0.362,116.959,4
Loneliness Of The Long Distance Runner,Iron Maiden,spotify:track:5ttrHRvvbegTmsCevibnFR,0.189,0.991,4,-4.332,0,0.15,0.00148,0.199,0.137,0.447,185.156,4
Lonely,Akon,spotify:track:2k00u2JynEaNOT3I2BqOl7,0.627,0.627,5,-5.861,0,0.0341,0.367,0,0.294,0.555,90.061,4
Lonely,Wasted Lovers,spotify:track:5iQhjszJfMj6IfzeTifRXa,0.79,0.689,9,-8.705,0,0.199,0.47,1.16e-06,0.127,0.695,143.079,4
Lonely,Britney Spears,spotify:track:6hlpPqTRqUZI2B4TCOycDf,0.703,0.953,7,-0.674,1,0.256,0.051,0.0054,0.0717,0.845,194.035,4
Lonely blue boy,Conway Twitty,spotify:track:555aGlegOjCZVH9ifvf61s,0.659,0.342,5,-13.709,1,0.0353,0.777,1.26e-05,0.248,0.677,112.878,3
Lonely Boy,Black Keys,spotify:track:5G1sTBGbZT5o4PNRc75RKI,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,4
Lonely Boy (Im Just A),Paul Anka,spotify:track:4kh2S9hRpPvoF9JkwZcYGN,0.623,0.605,0,-9.923,1,0.0306,0.352,0,0.101,0.804,106.163,3
Lonely Day,System Of A Down,spotify:track:1VNWaY3uNfoeWqb5U8x2QX,0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,3
Lonely Days Lonely Nights,Whitesnake,spotify:track:6fFFZmZOg3ytWVxc1P2ws5,0.703,0.368,10,-15.352,1,0.113,0.892,0.941,0.123,0.076,149.995,4
Lonely Is The Night,Billy Squier,spotify:track:28eg5bkYvIHT7HPmzZFwLN,0.347,0.803,9,-4.923,1,0.0416,0.209,4.36e-06,0.116,0.672,85.362,4
Lonely is the Night,Billy Squier,spotify:track:28eg5bkYvIHT7HPmzZFwLN,0.347,0.803,9,-4.923,1,0.0416,0.209,4.36e-06,0.116,0.672,85.362,4
Lonely Is The World,Black Sabbath,spotify:track:1Wmx0aeddVUJeW3tHSGkU5,0.433,0.49,8,-15.515,0,0.0313,0.00109,0.0455,0.0736,0.523,110.673,4
Lonely Lady,Q5,spotify:track:1NwgZYgOyuT5MsmPrnBWA5,0.505,0.962,4,-6.791,0,0.0699,0.000329,0.000454,0.0958,0.442,132.449,4
Lonely Nights,Scorpions,spotify:track:5FRMQunUuxGrC6DiPonMZq,0.581,0.523,9,-9.837,0,0.0322,0.0491,6.89e-05,0.121,0.197,120.04,4
Lonely Ol Night,John Cougar Mellencamp,spotify:track:0TBMx8wWJkwSEVSOJUn21e,0.634,0.886,9,-3.988,1,0.0329,0.00453,0.00892,0.0397,0.756,126.558,4
Lonely People,America,spotify:track:5coTcHT7K8O3G97y9T4LOU,0.557,0.473,7,-9.294,1,0.0262,0.261,3.95e-05,0.0658,0.56,79.368,4
Lonely St,Eric Clapton,spotify:track:5nZax8mmBCb4UYnW6ibvTb,0.739,0.473,4,-12.629,1,0.0322,0.524,0.00534,0.958,0.587,75.288,4
Lonely Stranger,Eric Clapton,spotify:track:5nZax8mmBCb4UYnW6ibvTb,0.739,0.473,4,-12.629,1,0.0322,0.524,0.00534,0.958,0.587,75.288,4
Lonely Too Long,Patty Loveless,spotify:track:09CrwXUJzykWlUhIM7zM9W,0.572,0.593,1,-7.335,1,0.0239,0.5,4.47e-05,0.0381,0.388,89.803,4
Lonely World,Limp Bizkit,spotify:track:77AbmFudFBhF5a4Vcmwqtu,0.631,0.681,1,-5.692,0,0.0291,0.268,0.000315,0.12,0.221,101.377,4
Lonely Years,Eric Clapton,spotify:track:63JKbrdsLga98oB09ZhKqV,0.667,0.285,9,-9.275,1,0.0313,0.952,8.76e-05,0.171,0.81,97.114,4
Lonesome,Hawkshaw Hawkins,spotify:track:7uoR7OHB4pJt1LPL128prk,0.78,0.279,9,-14.694,1,0.0455,0.821,0.000104,0.121,0.469,115.473,4
Lonesome Day,Bruce Springsteen,spotify:track:0R9q3imnid244T1ty47MGs,0.507,0.927,10,-6.053,1,0.0343,0.00209,6.9e-06,0.0975,0.577,110.208,4
Lonesome Fugitive,Merle Haggard,spotify:track:09HqfJ1VRLDN49DFfardAL,0.74,0.44,6,-10.674,1,0.0305,0.487,6.18e-05,0.0294,0.783,127.278,4
Lonesome In My Saddle - Two Bad,Artists / Bands,spotify:track:69vBhUPjCKykUzeSQGzsTy,0.731,0.495,2,-10.607,0,0.331,0.409,0,0.159,0.809,89.0,4
Lonesome Loser,Little River Band,spotify:track:3OZ40egQbNWeTe0BnR2QKa,0.466,0.548,0,-8.321,1,0.0252,0.0928,0,0.293,0.439,109.964,4
Lonesome Road Blues,Bill Monroe,spotify:track:0sKxrLPK65vasgdDYSiB1w,0.51,0.611,0,-11.826,1,0.0303,0.121,0.0104,0.36,0.928,152.844,4
Lonesome Town,Ricky Nelson,spotify:track:0SsYlkXxZ5vkWOTsKxMfMz,0.404,0.193,11,-12.501,1,0.0305,0.794,0.000296,0.103,0.273,77.026,4
